,text,directed_at,emotion
5038,"['rt', 'reporting', 'janecek', 'microsoft', 'gives', 'charity', 'apple', 'gives', 'nothing', 'everyone', 'room', 'iphone', 'drives', 'decision']",Apple,Negative emotion
5039,"['rt', 'quotbest', 'chance', 'disrupt', 'visa', 'amp', 'master', 'card', 'facebook', 'apple', 'via', 'customers', 'amp', 'mobile', 'carriers', 'via', 'nfcquot']",,No emotion toward brand or product
5040,"['rt', 'quotbright', 'spot', 'apple', 'pagemaker', 'saved', 'apple', 'believe', 'god', 'bc', 'explanation', 'apple', 'survival']",Apple,Positive emotion
5041,"['rt', 'quotno', 'one', 'uses', 'windows', 'voluntarilyquot', 'quotapple', 'greatest', 'collection', 'egomaniacs', 'historyquot', 'haha']",Apple,Negative emotion
5042,"['rt', 'develop', 'geogames', 'tweet', 'us', 'wed', 'love', 'talkfree', 'beer', 'coffee', 'couple', 'minutes', 'time']",Android,Positive emotion
5043,"['rt', 'stand', 'rocks', 'canadian', 'social', 'media', 'best', 'link']",,Positive emotion
5044,"['rt', 'finkelstein', 'quot206k', 'location', 'aware', 'apps', 'ios', 'amp', 'androidquot']",,No emotion toward brand or product
5045,"['rt', 'quotwe', 'want', 'google', 'nonprofitsquot']",,No emotion toward brand or product
5046,"['rt', '4', 'finding', '4g', 'black', 'case', 'back', 'austin', 'yellow', 'dropped', '330', 'today', 'call', '5124578800']",,No emotion toward brand or product
5047,"['rt', 'matt', 'damon', 'upstairs', 'google', 'party', 'maggie', 'maes', '6th', 'st']",,Positive emotion
5048,"['rt', '20', 'google', 'searches', 'local', 'info', 'marissa', 'mayer', '6', 'million', 'places', 'claimed', 'owners', 'logged']",,No emotion toward brand or product
5049,"['rt', '20', 'google', 'searches', 'local', 'information', 'marissa', 'mayer', '6', 'million', 'places', 'claimed', 'owners', 'logged']",,No emotion toward brand or product
5050,"['rt', '2011', 'google', 'bing', 'smackdown', 'bloody', 'banality', 'guardian', 'link', 'via']",Google,Negative emotion
5051,"['rt', 'line', '100', 'outside', 'apple', 'pop', 'store', 'sixth', 'amp', 'congress']",,No emotion toward brand or product
5052,"['rt', 'app', 'schedule', 'try', 'schedorg', 'google', 'sched', 'sxsw', '2011', 'click', 'first', 'link', 'unofficial', 'parties', 'room', 'counts', 'genius']",,No emotion toward brand or product
5053,"['rt', 'beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studios', 'louisiana', 'cool', 'app']",iPad or iPhone App,Positive emotion
5054,"['rt', 'bound', 'keep', 'eye', 'may', 'give', 'away', 'case', 'atx', 'land']",,Positive emotion
5055,"['rt', 'come', 'see', 'bitbop', 'austin', 'purevolume', 'house', '504', 'trinity', 'monday', 'march', '14th', 'link']",,No emotion toward brand or product
5056,"['rt', 'crowd', 'swarms', 'launch', 'link', 'via']",,No emotion toward brand or product
5057,"['rt', 'crowd', 'swarms', 'ipad', '2', 'launch', 'link', 'via']",,No emotion toward brand or product
5058,"['rt', 'free', 'app', 'festival', 'explorer', 'helps', 'find', 'bands', 'want', 'see', 'based', 'music', 'tastes', 'link']",,No emotion toward brand or product
5059,"['rt', 'gear', 'bag', 'ipad', '2', 'iphone', 'mophie', 'traveling', 'light', 'year', 'link']",,No emotion toward brand or product
5060,"['rt', 'go', '11', 'android', 'live', 'android', 'marketplace', 'new', 'features', 'including', 'sd', 'card', 'storage', 'link', 'via']",Android App,Positive emotion
5061,"['rt', 'go', 'available', '5', 'platforms', 'iphone', 'ipad', 'android', 'windows', 'phone', '7', 'blackberry', 'download', 'link']",,No emotion toward brand or product
5062,"['rt', 'google', 'party', 'league', 'extraordinary', 'h4ackers', 'promoting', 'txt', 'redcross', '90999', 'help', 'link']",,No emotion toward brand or product
5063,"['rt', 'google', 'party', 'league', 'extraordinary', 'h4ackers', 'promoting', 'txt', 'redcross', '90999', 'help', 'japan', 'speakeasy', 'link']",,No emotion toward brand or product
5064,"['rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
5065,"['rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'via']",,No emotion toward brand or product
5066,"['rt', 'guy', 'front', 'panel', 'ipad', 'etchasketch', 'casedevice', 'wonder']",iPad,Positive emotion
5067,"['rt', 'hire', 'qualified', 'talented', 'women', 'consciously', 'early', 'achieve', 'success', 'google']",Google,Positive emotion
5068,"['rt', 'need', 'best', 'android', 'dev', 'html5js', 'issue', 'need', 'solving', 'quickly', 'handsome', 'reward', 'love', 'grabs']",,No emotion toward brand or product
5069,"['rt', 'need', 'best', 'android', 'dev', 'html5js', 'issue', 'need', 'solving', 'quickly', 'handsome', 'reward', 'love', 'grabs']",,No emotion toward brand or product
5070,"['rt', 'interactive', 'award', 'music', 'category', 'goes', 'quotwilderness', 'downtownquot', 'congrats', 'shared']",,No emotion toward brand or product
5071,"['rt', 'interactive', 'google�۪s', 'mobile', 'future', 'elusive', '���power', 'link']",,No emotion toward brand or product
5072,"['rt', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",iPad,Negative emotion
5073,"['rt', 'sxsw', 'getting', 'apple', 'store', 'geeks', 'cried', 'yes', 'ipad', '2', 'coming', 'it�۪s', 'coming', 'frid', 'link']",iPad,Positive emotion
5074,"['rt', 'look', 'blue', 'hair', 'ive', 'got', 'free', 'android', 'phone', 'info', 'stickers']",,Positive emotion
5075,"['rt', 'makes', 'feel', 'like', 'kid', 'drunk', 'kid', 'iphone']",,No emotion toward brand or product
5076,"['rt', 'news', 'apple', 'getting', 'music', 'business', 'new', 'device', 'called', 'quotipodquot', 'like', 'compact', 'disc', 'player', 'without', 'disk']",,Positive emotion
5077,"['rt', 'news', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,No emotion toward brand or product
5078,"['rt', 'party', 'calendar', 'gcal', 'link']",,No emotion toward brand or product
5079,"['rt', 'party', 'podcasts', 'link']",,No emotion toward brand or product
5080,"['rt', 'plans', 'google', 'party', 'blackberry', 'party', 'ie', '8', 'party', 'good', 'times', 'party', 'lol']",Google,Positive emotion
5081,"['rt', 'pro', 'tip', 'remove', 'access', 'corporate', 'twitter', 'account', 'iphone', '4pm', 'day']",,No emotion toward brand or product
5082,"['rt', 'quote', 'day', 'ipad', 'interface', 'design', 'quotif', 'relatable', 'discoverablequot']",,No emotion toward brand or product
5083,"['rt', 'rt', 'wow', 'apple', 'right', 'thing', 'japan', 'must', 'read', 'link']",Apple,Positive emotion
5084,"['rt', 'rumor', 'mill', 'ipad', '3', '6', '15', 'cameras', 'slightly', 'thinner', 'rare', 'earths', 'case', 'quotdifferentquot', 'still', 'smudgy', 'screen']",iPad,Negative emotion
5085,"['rt', 'sponsored', 'apple', 'plaid', 'boys', 'im', 'attracted']",,Positive emotion
5086,"['rt', 'cool', 'pop', 'fundraising', 'kiosk', 'kidding', 'good', 'idea']",Apple,Positive emotion
5087,"['rt', 'tip', 'day', 'turn', 'iphone', 'screen', 'brightness', 'way']",,No emotion toward brand or product
5088,"['rt', 'today', 'amp', 'iphone', 'game', 'amp', 'celebbrand', 'destination']",,No emotion toward brand or product
5089,"['rt', 'tradeshow', 'floor', 'engage', 'w', 'multitouch', 'interactive', 'wall', 'take', 'part', 'augmented', 'reality', '3d', 'enter', 'win', 'ipad']",,No emotion toward brand or product
5090,"['rt', 'waze', 'link', 'duking', 'google', 'personalized', 'mapping', 'experience', 'friendly', 'quotpanel', 'crashingquot']",Google,Negative emotion
5091,"['rt', 'buy', 'popup', 'store', 'anything', 'ipad', '2']",,No emotion toward brand or product
5092,"['rt', 'google', 'apple', 'ea', 'games', 'zynga', 'facebook', 'microsoft', 'intuit', 'went', 'gaga', 'go', 'game', 'link']",,No emotion toward brand or product
5094,"['rt', 'gruber', 'keeps', 'desk', 'apple', 'extended', 'keyboard', '2', 'discontinued', '1991', '169', 'loud', 'feels', 'like', 'writes', 'better']",,No emotion toward brand or product
5095,"['rt', 'ipad', 'design', 'headaches', 'take', 'two', 'tablet', 'call', 'morning', 'link']",iPad,Negative emotion
5096,"['rt', 'talk', 'really', 'exploration', 'wild', 'wild', 'west', 'design']",,No emotion toward brand or product
5097,"['rt', 'glad', 'standard', 'navigation', 'tools', 'might', 'one']",iPad,Negative emotion
5098,"['rt', 'party', 'free', 'beers', 'tacos', 'ritas', 'thurs', 'link']",,No emotion toward brand or product
5099,"['rt', 'micro', 'usb', 'charger', 'samsung', 'android', 'kindle', 'starting', '311', 'pay', '10', '7', 'days', 'link']",,No emotion toward brand or product
5100,"['rt', '1', 'rt', 'love', 'quotapple', 'comes', 'cool', 'technology', 'ones', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
5101,"['rt', '���', '��', 'link', '��']",,No emotion toward brand or product
5102,"['rt', '���', '��', 'link', '��', 'rt']",,No emotion toward brand or product
5103,"['rt', '���', 'set', '��', 'link', '��']",,No emotion toward brand or product
5104,"['rt', '���', 'right', 'rain', '��', 'link', '��']",,No emotion toward brand or product
5105,"['rt', '���', 'go', 'beyond', 'borders', '��', 'link', '��']",,No emotion toward brand or product
5106,"['rt', '���', 'go', 'beyond', 'borders', '��', 'link', '�']",,No emotion toward brand or product
5107,"['rt', '���', 'go', 'beyond', 'borders', '��', 'link', '��']",,No emotion toward brand or product
5108,"['rt', '���', 'happy', 'womans', 'day', 'make', 'love', 'fuss', '��', 'link', '��']",,No emotion toward brand or product
5109,"['rt', '���', 'happy', 'womans', 'day', 'make', 'love', 'fuss', '��', 'link', '�']",,No emotion toward brand or product
5110,"['rt', '���', 'happy', 'womans', 'day', 'make', 'love', 'fuss', '��', 'link', '��']",,No emotion toward brand or product
5111,"['rt', '���', 'fear', 'envy', 'meanness', 'lies', 'hypocrisy����', 'link', '��']",,No emotion toward brand or product
5112,"['rt', '���', 'bad', 'idea', '��', 'link', '��']",,No emotion toward brand or product
5113,"['rt', '���', 'problems��time', 'stop', '��', 'link', '��']",,No emotion toward brand or product
5114,"['rt', '���', 'love', '2', 'entertain', 'you��please', 'don�۪t', 'grateful', '��', 'link', '��']",,No emotion toward brand or product
5115,"['rt', '1', 'hour', 'ago', 'apple', 'didnt', 'store', 'downtown', 'austin', 'store', 'hundreds', 'people']",,No emotion toward brand or product
5116,"['rt', '1030', 'line', 'apple', 'popup', 'store', 'austin', 'opens', '5', 'pm', 'link']",,No emotion toward brand or product
5117,"['rt', '1100', 'miles', 'go', 'roughly', '4', 'tanks', 'gas', '19', 'hours', 'per', 'google']",,No emotion toward brand or product
5118,"['rt', '1230pm', 'hilton', '615ab', 'rt', 'going', 'android', 'developers', 'meetup', 'im', 'looking', 'forward', 'meeting']",,No emotion toward brand or product
5119,"['rt', '20', 'percent', 'google', 'searches', 'local', 'information']",,No emotion toward brand or product
5120,"['rt', '2100', 'artists', 'categorized', 'alphabetically', 'easy', 'access', 'google', 'spreadsheet', 'link', 'via', 'link']",,No emotion toward brand or product
5121,"['rt', '2nd', 'stringer', 'aims', 'relevance', 'creating', 'quotgroupon', 'living', 'socialtypequot', 'rewards', 'link']",,No emotion toward brand or product
5122,"['rt', '30', 'million', 'people', 'go', 'google', 'every', 'month', 'get', 'doctor', 'information']",,No emotion toward brand or product
5123,"['rt', '40', 'minutes', 'til', 'party', 'free', 'beer', 'free', 'maudies', 'tacos', 'free', 'ipad', '2', 'android', 'tablet', 'amp', 'kindle', 'giveaway', 'bitlyajs2011']",Android,Positive emotion
5124,"['rt', '40', 'google', 'maps', 'usage', 'mobile', '150m', 'users', 'using', 'google', 'maps', 'mobile', 'users', 'drive', '128', 'miles', 'year', 'google', 'maps', 'navigation']",,No emotion toward brand or product
5125,"['rt', '40', 'google', 'maps', 'use', 'mobile']",,Positive emotion
5126,"['rt', '4g', 'connectivity', 'iphone', 'smart', 'phones', 'joe', 'berry']",,No emotion toward brand or product
5127,"['rt', '5', 'social', 'apps', 'make', 'sxsw', 'intimate', 'link']",iPad or iPhone App,Positive emotion
5128,"['rt', '6', 'bucks', 'apple', 'banana', 'price', 'super', 'extra', 'double', 'cheese', 'grilled', 'triple', 'pork', 'sandwich', 'country', 'doomed']",,No emotion toward brand or product
5129,"['rt', '65quot', 'multitouch', 'google', 'maps', 'event', 'link']",,No emotion toward brand or product
5130,"['rt', '6th', 'congress', 'scarborough', 'bldg', 'rt', 'temporary', 'apple', 'store', 'setup']",,No emotion toward brand or product
5131,"['rt', '80s', 'hair', 'amp', 'makeup', 'station', 'link']",,No emotion toward brand or product
5132,"['rt', '95', 'iphone', 'droid', 'apps', 'less', '1000', 'downloads', 'total']",,No emotion toward brand or product
5133,"['rt', '97', 'farmers', 'mobile', 'phone', '43', 'smartphone', 'marketshare', 'bb', '33', '18', 'android', '10', 'iphone']",,No emotion toward brand or product
5134,"['rt', 'panel', 'without', 'apple', 'like', 'without', 'parties']",Apple,Positive emotion
5135,"['rt', 'free', 'heat', 'map', 'app', '4sq', 'checkins', 'see', 'hot', 'spots', 'sxsw', 'wp7', 'amp', 'iphone']",,No emotion toward brand or product
5136,"['rt', 'free', 'heat', 'map', 'app', '4sq', 'checkins', 'see', 'hot', 'spots', 'sxsw', 'wp7', 'amp', 'iphone']",,No emotion toward brand or product
5138,"['diabetes', 'plate', 'thanks', 'google', 'already', 'covered', 'link']",Google,Negative emotion
5139,"['rt', 'special', 'apple', 'store', 'opening', '6th', 'congress', 'sxsw', 'amp', 'ipad', '2', 'launch', 'wwwapplecomretailthedomain']",,No emotion toward brand or product
5140,"['rt', 'see', 'indie', 'game', 'development', 'iphone', 'going', 'cc']",,No emotion toward brand or product
5141,"['rt', 'absolutely', 'rt', 'timely', 'good', 'schtuff', 'google', 'people', 'finder', '4', 'japan', 'quake', 'link']",Google,Positive emotion
5142,"['rt', 'abt', 'surprise', 'customer', 'waiting', 'line', 'apple', 'store', 'austin', '2', 'awesome']",iPad,Positive emotion
5143,"['rt', 'according', 'googles', 'marissa', 'mayer', 'future', 'location', 'augmented', 'reality', 'contextual', 'discovery', 'making', 'smartphones', 'smarter']",,No emotion toward brand or product
5144,"['rt', 'agencies', 'push', 'google', 'directions', 'never', 'would', 'gone', 'otherwise', 'says', 'creative', 'lab', 'strategy', 'dir']",,No emotion toward brand or product
5145,"['rt', 'agencies', 'push', 'google', 'directions', 'never', 'would', 'gone', 'otherwise', 'says', 'creative', 'lab', 'strategy', 'director']",Google,Positive emotion
5146,"['rt', 'agreed', '���', 'novelty', 'news', 'fades', 'fast', 'among', 'digital', 'delegates', '���', 'link', 'via']",iPad or iPhone App,Negative emotion
5147,"['rt', 'aha', 'found', 'proof', 'lactation', 'room', 'excuse', 'quotmothers', 'roomquot', 'brought', 'google', 'last', 'years', 'link']",,No emotion toward brand or product
5148,"['rt', 'akqa', 'hiring', 'find', 'front', 'designing', 'ipad', 'interfaces', 'new', 'navigation', 'schemas', 'ballroom']",iPad or iPhone App,No emotion toward brand or product
5149,"['rt', 'alarms', 'go', 'allow', 'users', 'generate', 'content', 'says', 'googles', 'richard', 'salgado']",,No emotion toward brand or product
5150,"['rt', 'tech', 'interaction', 'events', 'ipad', 'apps', 'right', 'link']",,No emotion toward brand or product
5151,"['rt', 'tweeps', 'check', 'homies', 'thursday', 'link']",,No emotion toward brand or product
5152,"['rt', 'recorded', 'cover', 'exclusively', 'produced', 'dan', 'auerbach', 'buy', 'link']",,No emotion toward brand or product
5153,"['rt', 'almost', 'every', 'quothow', 'quot', 'answered', 'w', 'google', 'docs', 'session']",Other Google product or service,Positive emotion
5154,"['rt', 'awesome', 'free', 'iphone', 'app', 'keeping', 'track', 'friends', 'meeting', 'finding', 'people', 'link']",iPad or iPhone App,Positive emotion
5155,"['cpmpetition', 'difference', 'prespective', 'link']",,No emotion toward brand or product
5156,"['rt', 'suck', 'rt', 'rt', 'google', 'preview', 'major', 'new', 'social', 'service', 'circles', 'today', 'link']",Other Google product or service,Negative emotion
5157,"['rt', 'live', 'come', 'get', 'android', 'check', 'us', 'link']",Android,Positive emotion
5158,"['rt', 'android', 'apps', 'survive', 'sxsw', '2011', 'link']",,No emotion toward brand or product
5159,"['rt', 'android', 'developers', 'friends', 'lets', 'hang', '1230p', 'saturday', 'link', 'rt', 'fellow', 'andronerds']",Android,Positive emotion
5160,"['rt', 'android', 'may', 'gaining', 'market', 'share', 'youd', 'never', 'know', 'apparently', 'industry', 'movers', 'shakers', 'apple', 'loyalists']",,No emotion toward brand or product
5161,"['rt', 'annas', 'social', 'media', 'picks', 'week', 'link', 'covering', 'social', 'media', 'japan', 'ipad', '2', 'amp']",,No emotion toward brand or product
5162,"['rt', 'announcing', 'sxsw', 'quotables', 'crowdcurated', 'feed', 'hottest', 'quotes', 'sign', 'win', 'ipad', '2', 'link']",iPad,Positive emotion
5163,"['rt', 'another', 'great', 'panel', '5', 'pm', 'hilton', 'austins', 'left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x']",Google,Positive emotion
5164,"['rt', 'another', 'great', 'spreadsheet', 'parties', 'link']",,No emotion toward brand or product
5166,"['rt', 'fans', 'town', 'stop', 'austin', 'gtug', 'meeting', 'wednesday', '7th', '700pm', 'map', 'link', 'link']",,No emotion toward brand or product
5167,"['rt', 'ipad', 'djs', 'need', 'one', '3am', 'tuesday', 'douche', 'bags', 'need', 'apply']",,No emotion toward brand or product
5168,"['rt', 'ipad2s', 'left', 'apple', 'store', 'anyone', 'know']",,No emotion toward brand or product
5169,"['rt', 'anybody', 'seen', '6th', 'st', 'apple', 'store', 'yet']",,No emotion toward brand or product
5170,"['rt', 'anyone', 'want', 'make', 'quick', 'hundred', 'dollars', 'new', 'ad', 'hoc', 'apple', 'store', 'gets', 'hundred', 'plus', 'cost']",,Positive emotion
5171,"['rt', 'anyone', 'show', 'iphone', 'charger', 'need', 'tweet', 'jokes', 'beardstext', 'ppl', 'make', 'jealous']",,No emotion toward brand or product
5172,"['rt', 'anyone', 'know', 'apple', 'store', 'still', 'ipads']",,No emotion toward brand or product
5173,"['rt', 'anyone', 'know', 'time', 'apple', 'popup', 'store', 'austin', 'closes', 'tonite', 'apple']",,No emotion toward brand or product
5174,"['rt', 'anyone', 'know', 'time', 'apple', 'popup', 'store', 'austin', 'closes', 'tonite', 'apple', 'someone', 'said', 'midnight']",,No emotion toward brand or product
5175,"['rt', 'anyone', 'going', 'buy', 'new', 'ipad', 'donate', 'victims', 'instead']",iPad,Negative emotion
5176,"['rt', 'app', 'called', 'hands', 'rt', 'need', 'app', 'turn', 'iphone', 'wifi', 'mouse', 'ipad', 'exist']",,No emotion toward brand or product
5177,"['rt', 'apparently', 'line', 'get', 'ipad', 'store', 'grew', '2', 'blocks', '5', 'blocks', 'past', '30', 'mins', 'wut']",,No emotion toward brand or product
5178,"['rt', 'apparently', 'google', 'quotad', 'preferencesquot', 'youll', 'see', 'google', 'thinks', 'youll', 'like']",,No emotion toward brand or product
5179,"['rt', 'apparently', 'google', 'quotad', 'preferencesquot', 'youll', 'see', 'google', 'thinks', 'youll', 'like']",Google,Negative emotion
5180,"['rt', 'apple', 'quotpops', 'upquot', 'store', 'sxsw', 'event', 'link', 'via']",,No emotion toward brand or product
5181,"['rt', 'apple', 'popstore', 'ipads', '16gb', 'wifi', '64gb', 'wifi', 'amp', 'wifi', '3g']",,Positive emotion
5182,"['rt', 'apple', 'aligned', 'big', 'tech', 'events', 'days', 'first', 'ces', 'gdc', 'popup', 'shop', 'ipad2', 'link']",,No emotion toward brand or product
5183,"['rt', 'apple', 'announces', 'popup', 'store', 'see', 'take', 'future', 'popup', 'stores', 'link']",,No emotion toward brand or product
5184,"['rt', 'apple', 'announces', 'popup', 'store', 'see', 'take', 'future', 'popup', 'stores', 'link', 'client']",,No emotion toward brand or product
5185,"['rt', 'apple', 'autocorrect', 'weird', 'ogilvy', 'autocorrects', 'idiocy']",Apple,Negative emotion
5186,"['rt', 'apple', 'built', 'pop', 'store', '3', 'days', 'open', '247', 'selling', 'ipad', '2s']",,No emotion toward brand or product
5187,"['rt', 'apple', 'built', 'experience', 'ecosystem', 'ipod', 'mp3', 'player', 'app']",,No emotion toward brand or product
5188,"['rt', 'apple', 'pop', 'store', 'link']",,No emotion toward brand or product
5189,"['rt', 'apple', 'employees', 'showed', 'force', 'popup', 'apple', 'store']",,No emotion toward brand or product
5190,"['rt', 'apple', 'fans', 'looks', 'like', '3rd', 'apple', 'store', 'opening', 'austin', 'full', 'u', 'go2', '1', '4', 'san', 'antonio']",Apple,Positive emotion
5191,"['rt', 'apple', 'gets', 'kudos', 'marketing', 'done', 'ipad', '2', 'release', 'pop', 'store', 'austin', 'tx', 'link']",Apple,Positive emotion
5192,"['rt', 'apple', 'opened', 'popup', 'store', 'austin', 'nerds', 'town', 'get', 'new', 'ipads', 'link']",,No emotion toward brand or product
5193,"['rt', 'apple', 'two', 'austin', 'stores', 'week', 'downtown', 'presence', 'changes', 'popup', 'store', 'link']",,No emotion toward brand or product
5194,"['rt', 'apple', 'two', 'austinarea', 'retail', 'locations', 'anticipation', 'gadget', 'link']",,No emotion toward brand or product
5195,"['rt', 'apple', 'heads', 'sets', 'temporary', 'store', 'austin', 'link']",,No emotion toward brand or product
5196,"['rt', 'apple', 'heads', 'sxsw', 'sets', 'temporary', 'store', 'austin', 'link', 'ltlt', 'anyone', 'confirm']",,No emotion toward brand or product
5197,"['rt', 'apple', 'quotthe', 'classiest', 'fascist', 'company', 'americaquot', 'says']",Apple,Negative emotion
5198,"['rt', 'apple', 'opening', 'popup', 'store', 'austin', 'aapl', 'link']",,No emotion toward brand or product
5199,"['rt', 'apple', 'opening', 'store', 'link']",,No emotion toward brand or product
5200,"['rt', 'apple', 'opening', 'store', 'link']",,No emotion toward brand or product
5201,"['rt', 'apple', 'opening', 'popup', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
5202,"['rt', 'apple', 'opening', 'temp', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
5203,"['rt', 'apple', 'opening', 'temp', 'store', 'austin', 'link', 'via']",,No emotion toward brand or product
5204,"['rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
5205,"['rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
5206,"['rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link', 'cc']",,No emotion toward brand or product
5207,"['rt', 'apple', 'quarter', 'music', 'industry', '70', 'digital', 'sales']",Apple,Positive emotion
5208,"['rt', 'apple', 'knows', 'game', 'theyre', 'bring', 'ipad2', 'people', 'link']",Apple,Positive emotion
5209,"['rt', 'apple', 'likes', 'pay', 'thats', 'apple', 'likes', 'barry', 'diller']",Apple,No emotion toward brand or product
5210,"['rt', 'apple', 'likes', 'pay', 'long', 'gadget', 'liked', 'many', 'closed', 'system', 'work']",,No emotion toward brand or product
5211,"['rt', 'apple', 'congress', 'nice', 'rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",Apple,Positive emotion
5212,"['rt', 'apple', 'opened', 'popup', 'store', 'release', 'ipad', '2', 'amp', 'quite', 'scene', 'geek', 'power', 'link']",iPad,Positive emotion
5213,"['rt', 'apple', 'opened', 'popup', 'store', 'release', 'ipad', '2', 'quite', 'scene', 'geek', 'power', 'link']",iPad,Positive emotion
5214,"['rt', 'apple', 'opening', 'pop', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
5215,"['rt', 'apple', 'opening', 'pop', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link', 'via']",,No emotion toward brand or product
5216,"['rt', 'apple', 'opening', 'downtown', 'austin', 'pop', 'store', 'rt', 'even', 'begins', 'apple', 'wins', 'sxsw', 'link']",Apple,Positive emotion
5217,"['rt', 'apple', 'opening', 'popup', 'store', 'austin', 'sixth', 'amp', 'congress', 'link']",,No emotion toward brand or product
5218,"['rt', 'apple', 'opening', 'popup', 'store', 'ipad', 'launch', 'downtown', 'austin', 'link', 'via']",Apple,Positive emotion
5219,"['rt', 'apple', 'opening', 'temporary', 'ipad', '2', 'store', 'handle', 'demand', 'link']",,No emotion toward brand or product
5220,"['rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
5221,"['rt', 'apple', 'opens', 'quotpopupquot', 'store', 'rt', 'smart', 'well', 'played', 'fruit', 'co', 'link', 'via']",Apple,Positive emotion
5222,"['rt', 'apple', 'opens', 'ipad', '2', 'popup', 'store', 'austin', 'could', 'strategy', 'work', 'bookselling', 'link']",,No emotion toward brand or product
5223,"['rt', 'apple', 'plans', 'keep', 'austin', 'wired', 'opening', 'popup', 'apple', 'store', 'link']",,No emotion toward brand or product
5224,"['rt', 'apple', 'pop', 'store', 'pop', 'genius', 'bars', 'everywhere']",Apple,Positive emotion
5225,"['rt', 'apple', 'popup', 'shop', 'cool', 'link']",Apple,Positive emotion
5226,"['rt', 'apple', 'popup', 'store', 'link']",,No emotion toward brand or product
5227,"['rt', 'apple', 'popup', 'store', 'link', 'sat', 'opening']",Apple,Positive emotion
5228,"['rt', 'apple', 'puts', 'popup', 'store', 'hawk', 'ipad', '2', 'think', 'theyll', 'sell', 'one', 'two', 'link']",,No emotion toward brand or product
5229,"['rt', 'apple', 'selling', 'ipad', '2', 'california', 'great', 'building', 'cult', 'followings', 'link']",,No emotion toward brand or product
5230,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'austin', '6th', 'amp', 'con', 'sxsw', 'link', 'via']",,No emotion toward brand or product
5231,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link']",,No emotion toward brand or product
5232,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link', 'ipad2', 'ground']",,No emotion toward brand or product
5233,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'theyre', 'going', 'sell', 'ipad2', 'link', 'danger']",,No emotion toward brand or product
5234,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",,No emotion toward brand or product
5235,"['rt', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'via']",Apple,Positive emotion
5236,"['rt', 'apple', 'sets', '5000squarefoot', 'temporary', 'store', 'sell', 'new', 'ipads', 'test', 'potential', 'traffic', 'link']",,No emotion toward brand or product
5237,"['rt', 'apple', 'sets', '5000squarefoot', 'temporary', 'store', 'sell', 'new', 'ipads', 'test', 'potential��', 'link']",,No emotion toward brand or product
5238,"['rt', 'apple', 'sets', 'temporary', 'austin', 'store', 'serve', 'hordes', 'ipad', '2', 'purchasers', 'link']",,No emotion toward brand or product
5239,"['rt', 'apple', 'setting', 'temp', 'store', 'sell', 'crazy', 'brilliant', 'convenient', 'link']",iPad,Positive emotion
5240,"['rt', 'apple', 'store', 'downtown', 'austin', 'open', 'til', 'midnight']",,No emotion toward brand or product
5241,"['rt', 'apple', 'store', 'line', 'block', 'week', 'long', 'amazing']",Apple,Positive emotion
5242,"['rt', 'apple', 'popup', 'store', 'south', 'south', 'west', 'link']",,No emotion toward brand or product
5243,"['rt', 'apple', 'open', 'popup', 'store', 'downtown', 'austin', '1st', 'floor', 'bldg', '6th', 'amp', 'congress', 'ipad', '2', 'launch']",,No emotion toward brand or product
5244,"['rt', 'apple', 'open', 'popup', 'shop', 'sxsw', 'report', 'link']",,No emotion toward brand or product
5245,"['rt', 'apple', 'open', 'popup', 'shop', 'sxsw', 'report', 'link']",,Positive emotion
