,text,directed_at,emotion
4986,"['rt', 'open', 'popup', 'shop', 'link', 'via']",,No emotion toward brand or product
4987,"['rt', 'check', 'link']",,No emotion toward brand or product
4988,"['rt', 'amp', 'rank', 'normal', 'result', 'quit', 'rank', 'page', 'view', 'uniqu', 'visitor', 'analyt', 'matter']",,No emotion toward brand or product
4989,"['rt', 'googl', 'hotpotlook', 'like', 'streamlin', 'yelp', 'indepth', 'though', 'wonder', 'game', 'theori', 'built']",,No emotion toward brand or product
4990,"['rt', 'user', 'must', 'feel', 'like', 'loser', 'clear', 'crowd', 'babi']",iPhone,Positive emotion
4991,"['session', 'chang', 'mind', 'futur', 'kid', 'relationship', 'iphon']",,I can't tell
4992,"['rt', 'want', 'know', 'spec', 'pars', 'ajax', 'link', 'link']",,No emotion toward brand or product
4993,"['rt', 'link', 'spec', 'recip', 'web', 'googl', 'search', 'link']",,No emotion toward brand or product
4994,"['rt', 'trajan', 'googl', 'destroy', 'lttitlegt', 'tag', 'websit', 'seo', 'open', 'graph', 'protocol', 'ad', 'clean', 'titl', 'tag', 'instead']",Google,Negative emotion
4995,"['rt', 'googl', 'latest', 'social', 'ventur', 'googl', 'circl', 'report', 'wont', 'launch', 'today', 'link']",,No emotion toward brand or product
4996,"['rt', 'circl', 'amp', 'crop', 'circl', 'anatomi', 'rumor', 'link']",,No emotion toward brand or product
4997,"['rt', 'could', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'remak', 'wave']",,No emotion toward brand or product
4998,"['rt', 'deni', 'rumor', 'launch', 'link']",,No emotion toward brand or product
4999,"['rt', 'futur', 'quotth', 'power', 'herequot', 'pair', 'augment', 'realiti', 'contextu', 'realiti']",,No emotion toward brand or product
5000,"['rt', 'launch', 'major', 'new', 'social', 'network', 'call', 'possibl', 'today', 'link']",,No emotion toward brand or product
5001,"['rt', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
5002,"['rt', 'connect', 'amp', 'physic', 'world', 'link', 'via']",,No emotion toward brand or product
5003,"['rt', 'futur', 'elus', 'power', 'link', 'via']",,No emotion toward brand or product
5004,"['rt', 'amp', 'industri', 'parti', 'hous']",,No emotion toward brand or product
5005,"['rt', 'rock', 'new', 'quotcloudquot', 'busi', 'card']",,No emotion toward brand or product
5006,"['rt', 'design', 'tip', 'look', 'like', 'physic', 'object', 'ppl', 'interact', 'like', 'it�۪', 'onequot']",iPad,Positive emotion
5007,"['rt', 'loung', 'recharg', 'coffe', 'h2o', 'ipad', 'art', 'showfre', 'daili', '106', 'e', '8th', 'congress', '��', 'austin', 'detail', 'link']",iPad,Positive emotion
5008,"['rt', 'live', 'unbox', 'front', 'appl', 'store', 'video', 'link']",,No emotion toward brand or product
5009,"['rt', 'unbox', 'outsid', 'store', 'link']",,Positive emotion
5010,"['rt', 'quotyou', 'googl', 'canadian', 'tuxedo', 'lose', 'hoursquot']",,Positive emotion
5011,"['rt', 'podcast', 'w', 'android', 'secur', 'ie6', 'amp', 'ipad2', 'link']",,No emotion toward brand or product
5012,"['rt', 'technolog', 'googl', 'test', 'use', 'sticker', 'store', 'window', 'tap', 'get', 'info']",,No emotion toward brand or product
5013,"['rt', 'appl', 'app', 'store', 'well', 'android', 'market', 'get', 'readi', 'rock']",iPad or iPhone App,Positive emotion
5014,"['rt', 'dont', 'show', 'googl', 'analyt', 'page', 'present']",,No emotion toward brand or product
5015,"['rt', 'download', 'qrank', 'ipadiphon', 'come', 'pubcamp', 'sxsw', '2011', 'prize']",,No emotion toward brand or product
5016,"['rt', 'time', 'rt', 'bing', 'search', 'engin', 'share', 'continu', 'rise', '136', 'googl', 'still', 'top', '654', 'link']",Google,Positive emotion
5017,"['rt', 'galaxi', 'ii', 'show', 'wood', 'event', 'link']",,No emotion toward brand or product
5018,"['rt', 'follow', 'lead', 'link']",,No emotion toward brand or product
5019,"['rt', 'best', 'thing', 'seen', 'fara', 'man', 'beg', 'street', 'corner', 'money', 'ipad', '2', 'front', 'appl', 'store', 'sad']",iPad,No emotion toward brand or product
5020,"['rt', 'tool', 'cheap', 'googl', 'analyticsexcelbuzzmetr', 'also', 'radian6', 'altimet']",,Positive emotion
5021,"['rt', 'import', 'screw', 'big', 'launch', 'circus', 'link', 'via']",,No emotion toward brand or product
5022,"['rt', 'free', 'premium', 'servic', '1st', 'job', 'post', 'link']",,No emotion toward brand or product
5023,"['rt', 'quotpr', 'post', 'ipad', 'death', 'flashquot', 'link']",,No emotion toward brand or product
5024,"['rt', 'googl', 'map', 'mobil', 'devic', 'vp', 'link']",,No emotion toward brand or product
5025,"['rt', 'umm', 'meant', 'go', 'googl', 'quotwhi', 'complex', 'system', 'failquot', 'written', 'doctor', 'read', 'like', 'guy']",,No emotion toward brand or product
5026,"['rt', 'quotour', 'provid', 'cloudkick', 'monitor', 'pagerduti', 'page', 'dnsmadeeasi', 'postmark', 'ec2', 'azur', 'googl']",,No emotion toward brand or product
5027,"['rt', 'quotth', 'internet', 'meanour', 'system', 'complex', 'go', 'googl', 'complex', 'system', 'fail', 'doctorquot']",,I can't tell
5028,"['rt', 'da', 'verpixelungsrecht���th', 'right', 'hous', 'pixel', 'googl', 'street', 'view���', 'theft', 'public']",,No emotion toward brand or product
5029,"['rt', '80', 'splendor', 'dancin', 'spazzmat', 'aclu', 'googl', 'link']",,No emotion toward brand or product
5030,"['rt', 'interact', 'session', 'mom', 'ipad', 'design', 'boomer']",,No emotion toward brand or product
5031,"['rt', 'omit', 'flash', 'appl', 'seem', 'effect', 'even', 'though', 'h264', 'mayb', 'need', 'break', 'old', 'thing']",Apple,Positive emotion
5032,"['rt', 'rock', 'casbah', 'digit', 'right', 'link']",,No emotion toward brand or product
5033,"['rt', 'talk', 'demo', 'googl', 'place', 'w', 'hotpot', 'integr', 'ratingrecommend', 'system', 'androidiphon', 'cool', 'stuff']",Other Google product or service,Positive emotion
5034,"['rt', 'check', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'sxsw', 'link']",,No emotion toward brand or product
5035,"['rt', 'store', 'sold', 'last']",,No emotion toward brand or product
5036,"['rt', 'analyt', '101', 'googl', 'analyt', 'standard', 'use']",,Positive emotion
5037,"['rt', 'join', 'sxsw', 'next', 'sunday', '313', 'noon', 'hilton', 'austin', '4', 'coffe', 'amp', 'chat', 'old', 'act', 'user', 'amp', 'show', 'viporbit', '4', 'iphon']",,No emotion toward brand or product
5038,"['rt', 'report', 'janecek', 'microsoft', 'give', 'chariti', 'appl', 'give', 'noth', 'everyon', 'room', 'iphon', 'drive', 'decis']",Apple,Negative emotion
5039,"['rt', 'quotbest', 'chanc', 'disrupt', 'visa', 'amp', 'master', 'card', 'facebook', 'appl', 'via', 'custom', 'amp', 'mobil', 'carrier', 'via', 'nfcquot']",,No emotion toward brand or product
5040,"['rt', 'quotbright', 'spot', 'appl', 'pagemak', 'save', 'appl', 'believ', 'god', 'bc', 'explan', 'appl', 'surviv']",Apple,Positive emotion
5041,"['rt', 'quotno', 'one', 'us', 'window', 'voluntarilyquot', 'quotappl', 'greatest', 'collect', 'egomaniac', 'historyquot', 'haha']",Apple,Negative emotion
5042,"['rt', 'develop', 'geogam', 'tweet', 'u', 'wed', 'love', 'talkfre', 'beer', 'coffe', 'coupl', 'minut', 'time']",Android,Positive emotion
5043,"['rt', 'stand', 'rock', 'canadian', 'social', 'medium', 'best', 'link']",,Positive emotion
5044,"['rt', 'finkelstein', 'quot206k', 'locat', 'awar', 'app', 'io', 'amp', 'androidquot']",,No emotion toward brand or product
5045,"['rt', 'quotw', 'want', 'googl', 'nonprofitsquot']",,No emotion toward brand or product
5046,"['rt', '4', 'find', '4g', 'black', 'case', 'back', 'austin', 'yellow', 'drop', '330', 'today', 'call', '5124578800']",,No emotion toward brand or product
5047,"['rt', 'matt', 'damon', 'upstair', 'googl', 'parti', 'maggi', 'mae', '6th', 'st']",,Positive emotion
5048,"['rt', '20', 'googl', 'search', 'local', 'info', 'marissa', 'mayer', '6', 'million', 'place', 'claim', 'owner', 'log']",,No emotion toward brand or product
5049,"['rt', '20', 'googl', 'search', 'local', 'inform', 'marissa', 'mayer', '6', 'million', 'place', 'claim', 'owner', 'log']",,No emotion toward brand or product
5050,"['rt', '2011', 'googl', 'bing', 'smackdown', 'bloodi', 'banal', 'guardian', 'link', 'via']",Google,Negative emotion
5051,"['rt', 'line', '100', 'outsid', 'appl', 'pop', 'store', 'sixth', 'amp', 'congress']",,No emotion toward brand or product
5052,"['rt', 'app', 'schedul', 'tri', 'schedorg', 'googl', 'sched', 'sxsw', '2011', 'click', 'first', 'link', 'unoffici', 'parti', 'room', 'count', 'genius']",,No emotion toward brand or product
5053,"['rt', 'beta', 'test', 'interact', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app']",iPad or iPhone App,Positive emotion
5054,"['rt', 'bound', 'keep', 'eye', 'may', 'give', 'away', 'case', 'atx', 'land']",,Positive emotion
5055,"['rt', 'come', 'see', 'bitbop', 'austin', 'purevolum', 'hous', '504', 'triniti', 'monday', 'march', '14th', 'link']",,No emotion toward brand or product
5056,"['rt', 'crowd', 'swarm', 'launch', 'link', 'via']",,No emotion toward brand or product
5057,"['rt', 'crowd', 'swarm', 'ipad', '2', 'launch', 'link', 'via']",,No emotion toward brand or product
5058,"['rt', 'free', 'app', 'festiv', 'explor', 'help', 'find', 'band', 'want', 'see', 'base', 'music', 'tast', 'link']",,No emotion toward brand or product
5059,"['rt', 'gear', 'bag', 'ipad', '2', 'iphon', 'mophi', 'travel', 'light', 'year', 'link']",,No emotion toward brand or product
5060,"['rt', 'go', '11', 'android', 'live', 'android', 'marketplac', 'new', 'featur', 'includ', 'sd', 'card', 'storag', 'link', 'via']",Android App,Positive emotion
5061,"['rt', 'go', 'avail', '5', 'platform', 'iphon', 'ipad', 'android', 'window', 'phone', '7', 'blackberri', 'download', 'link']",,No emotion toward brand or product
5062,"['rt', 'googl', 'parti', 'leagu', 'extraordinari', 'h4acker', 'promot', 'txt', 'redcross', '90999', 'help', 'link']",,No emotion toward brand or product
5063,"['rt', 'googl', 'parti', 'leagu', 'extraordinari', 'h4acker', 'promot', 'txt', 'redcross', '90999', 'help', 'japan', 'speakeasi', 'link']",,No emotion toward brand or product
5064,"['rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
5065,"['rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'via']",,No emotion toward brand or product
5066,"['rt', 'guy', 'front', 'panel', 'ipad', 'etchasketch', 'casedevic', 'wonder']",iPad,Positive emotion
5067,"['rt', 'hire', 'qualifi', 'talent', 'woman', 'conscious', 'earli', 'achiev', 'success', 'googl']",Google,Positive emotion
5068,"['rt', 'need', 'best', 'android', 'dev', 'html5js', 'issu', 'need', 'solv', 'quick', 'handsom', 'reward', 'love', 'grab']",,No emotion toward brand or product
5069,"['rt', 'need', 'best', 'android', 'dev', 'html5js', 'issu', 'need', 'solv', 'quick', 'handsom', 'reward', 'love', 'grab']",,No emotion toward brand or product
5070,"['rt', 'interact', 'award', 'music', 'categori', 'go', 'quotwild', 'downtownquot', 'congrat', 'share']",,No emotion toward brand or product
5071,"['rt', 'interact', 'google�۪', 'mobil', 'futur', 'elus', '���power', 'link']",,No emotion toward brand or product
5072,"['rt', 'ipad', 'store', 'sold', 'everyth', 'except', '64gig', 'wifi', 'white']",iPad,Negative emotion
5073,"['rt', 'sxsw', 'get', 'appl', 'store', 'geek', 'cri', 'yes', 'ipad', '2', 'come', 'it�۪', 'come', 'frid', 'link']",iPad,Positive emotion
5074,"['rt', 'look', 'blue', 'hair', 'ive', 'got', 'free', 'android', 'phone', 'info', 'sticker']",,Positive emotion
5075,"['rt', 'make', 'feel', 'like', 'kid', 'drunk', 'kid', 'iphon']",,No emotion toward brand or product
5076,"['rt', 'news', 'appl', 'get', 'music', 'busi', 'new', 'devic', 'call', 'quotipodquot', 'like', 'compact', 'disc', 'player', 'without', 'disk']",,Positive emotion
5077,"['rt', 'news', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
5078,"['rt', 'parti', 'calendar', 'gcal', 'link']",,No emotion toward brand or product
5079,"['rt', 'parti', 'podcast', 'link']",,No emotion toward brand or product
5080,"['rt', 'plan', 'googl', 'parti', 'blackberri', 'parti', 'ie', '8', 'parti', 'good', 'time', 'parti', 'lol']",Google,Positive emotion
5081,"['rt', 'pro', 'tip', 'remov', 'access', 'corpor', 'twitter', 'account', 'iphon', '4pm', 'day']",,No emotion toward brand or product
5082,"['rt', 'quot', 'day', 'ipad', 'interfac', 'design', 'quotif', 'relat', 'discoverablequot']",,No emotion toward brand or product
5083,"['rt', 'rt', 'wow', 'appl', 'right', 'thing', 'japan', 'must', 'read', 'link']",Apple,Positive emotion
5084,"['rt', 'rumor', 'mill', 'ipad', '3', '6', '15', 'camera', 'slight', 'thinner', 'rare', 'earth', 'case', 'quotdifferentquot', 'still', 'smudgi', 'screen']",iPad,Negative emotion
5085,"['rt', 'sponsor', 'appl', 'plaid', 'boy', 'im', 'attract']",,Positive emotion
5086,"['rt', 'cool', 'pop', 'fundrais', 'kiosk', 'kid', 'good', 'idea']",Apple,Positive emotion
5087,"['rt', 'tip', 'day', 'turn', 'iphon', 'screen', 'bright', 'way']",,No emotion toward brand or product
5088,"['rt', 'today', 'amp', 'iphon', 'game', 'amp', 'celebbrand', 'destin']",,No emotion toward brand or product
5089,"['rt', 'tradeshow', 'floor', 'engag', 'w', 'multitouch', 'interact', 'wall', 'take', 'part', 'augment', 'realiti', '3d', 'enter', 'win', 'ipad']",,No emotion toward brand or product
5090,"['rt', 'waze', 'link', 'duke', 'googl', 'person', 'map', 'experi', 'friend', 'quotpanel', 'crashingquot']",Google,Negative emotion
5091,"['rt', 'buy', 'popup', 'store', 'anyth', 'ipad', '2']",,No emotion toward brand or product
5092,"['rt', 'googl', 'appl', 'ea', 'game', 'zynga', 'facebook', 'microsoft', 'intuit', 'went', 'gaga', 'go', 'game', 'link']",,No emotion toward brand or product
5093,"['rt', 'think', 'control', 'ident', 'facebook', 'googl', 'becom', 'ai', 'profil', 'built']",,I can't tell
5094,"['rt', 'gruber', 'keep', 'desk', 'appl', 'extend', 'keyboard', '2', 'discontinu', '1991', '169', 'loud', 'feel', 'like', 'write', 'better']",,No emotion toward brand or product
5095,"['rt', 'ipad', 'design', 'headach', 'take', 'two', 'tablet', 'call', 'morn', 'link']",iPad,Negative emotion
5096,"['rt', 'talk', 'realli', 'explor', 'wild', 'wild', 'west', 'design']",,No emotion toward brand or product
5097,"['rt', 'glad', 'standard', 'navig', 'tool', 'might', 'one']",iPad,Negative emotion
5098,"['rt', 'parti', 'free', 'beer', 'taco', 'rita', 'thur', 'link']",,No emotion toward brand or product
5099,"['rt', 'micro', 'usb', 'charger', 'samsung', 'android', 'kindl', 'start', '311', 'pay', '10', '7', 'day', 'link']",,No emotion toward brand or product
5100,"['rt', '1', 'rt', 'love', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",Apple,Positive emotion
5101,"['rt', '���', '��', 'link', '��']",,No emotion toward brand or product
5102,"['rt', '���', '��', 'link', '��', 'rt']",,No emotion toward brand or product
5103,"['rt', '���', 'set', '��', 'link', '��']",,No emotion toward brand or product
5104,"['rt', '���', 'right', 'rain', '��', 'link', '��']",,No emotion toward brand or product
5105,"['rt', '���', 'go', 'beyond', 'border', '��', 'link', '��']",,No emotion toward brand or product
5106,"['rt', '���', 'go', 'beyond', 'border', '��', 'link', '�']",,No emotion toward brand or product
5107,"['rt', '���', 'go', 'beyond', 'border', '��', 'link', '��']",,No emotion toward brand or product
5108,"['rt', '���', 'happi', 'woman', 'day', 'make', 'love', 'fuss', '��', 'link', '��']",,No emotion toward brand or product
5109,"['rt', '���', 'happi', 'woman', 'day', 'make', 'love', 'fuss', '��', 'link', '�']",,No emotion toward brand or product
5110,"['rt', '���', 'happi', 'woman', 'day', 'make', 'love', 'fuss', '��', 'link', '��']",,No emotion toward brand or product
5111,"['rt', '���', 'fear', 'envi', 'mean', 'lie', 'hypocrisy����', 'link', '��']",,No emotion toward brand or product
5112,"['rt', '���', 'bad', 'idea', '��', 'link', '��']",,No emotion toward brand or product
5113,"['rt', '���', 'problems��tim', 'stop', '��', 'link', '��']",,No emotion toward brand or product
5114,"['rt', '���', 'love', '2', 'entertain', 'you��pleas', 'don�۪t', 'grate', '��', 'link', '��']",,No emotion toward brand or product
5115,"['rt', '1', 'hour', 'ago', 'appl', 'didnt', 'store', 'downtown', 'austin', 'store', 'hundr', 'peopl']",,No emotion toward brand or product
5116,"['rt', '1030', 'line', 'appl', 'popup', 'store', 'austin', 'open', '5', 'pm', 'link']",,No emotion toward brand or product
5117,"['rt', '1100', 'mile', 'go', 'rough', '4', 'tank', 'gas', '19', 'hour', 'per', 'googl']",,No emotion toward brand or product
5118,"['rt', '1230pm', 'hilton', '615ab', 'rt', 'go', 'android', 'develop', 'meetup', 'im', 'look', 'forward', 'meet']",,No emotion toward brand or product
5119,"['rt', '20', 'percent', 'googl', 'search', 'local', 'inform']",,No emotion toward brand or product
5120,"['rt', '2100', 'artist', 'categor', 'alphabet', 'easi', 'access', 'googl', 'spreadsheet', 'link', 'via', 'link']",,No emotion toward brand or product
5121,"['rt', '2nd', 'stringer', 'aim', 'relev', 'creat', 'quotgroupon', 'live', 'socialtypequot', 'reward', 'link']",,No emotion toward brand or product
5122,"['rt', '30', 'million', 'peopl', 'go', 'googl', 'everi', 'month', 'get', 'doctor', 'inform']",,No emotion toward brand or product
5123,"['rt', '40', 'minut', 'til', 'parti', 'free', 'beer', 'free', 'maudi', 'taco', 'free', 'ipad', '2', 'android', 'tablet', 'amp', 'kindl', 'giveaway', 'bitlyajs2011']",Android,Positive emotion
5124,"['rt', '40', 'googl', 'map', 'usag', 'mobil', '150m', 'user', 'use', 'googl', 'map', 'mobil', 'user', 'drive', '128', 'mile', 'year', 'googl', 'map', 'navig']",,No emotion toward brand or product
5125,"['rt', '40', 'googl', 'map', 'use', 'mobil']",,Positive emotion
5126,"['rt', '4g', 'connect', 'iphon', 'smart', 'phone', 'joe', 'berri']",,No emotion toward brand or product
5127,"['rt', '5', 'social', 'app', 'make', 'sxsw', 'intim', 'link']",iPad or iPhone App,Positive emotion
5128,"['rt', '6', 'buck', 'appl', 'banana', 'price', 'super', 'extra', 'doubl', 'chees', 'grill', 'tripl', 'pork', 'sandwich', 'countri', 'doom']",,No emotion toward brand or product
5129,"['rt', '65quot', 'multitouch', 'googl', 'map', 'event', 'link']",,No emotion toward brand or product
5130,"['rt', '6th', 'congress', 'scarborough', 'bldg', 'rt', 'temporari', 'appl', 'store', 'setup']",,No emotion toward brand or product
5131,"['rt', '80', 'hair', 'amp', 'makeup', 'station', 'link']",,No emotion toward brand or product
5132,"['rt', '95', 'iphon', 'droid', 'app', 'le', '1000', 'download', 'total']",,No emotion toward brand or product
5133,"['rt', '97', 'farmer', 'mobil', 'phone', '43', 'smartphon', 'marketshar', 'bb', '33', '18', 'android', '10', 'iphon']",,No emotion toward brand or product
5134,"['rt', 'panel', 'without', 'appl', 'like', 'without', 'parti']",Apple,Positive emotion
5135,"['rt', 'free', 'heat', 'map', 'app', '4sq', 'checkin', 'see', 'hot', 'spot', 'sxsw', 'wp7', 'amp', 'iphon']",,No emotion toward brand or product
5136,"['rt', 'free', 'heat', 'map', 'app', '4sq', 'checkin', 'see', 'hot', 'spot', 'sxsw', 'wp7', 'amp', 'iphon']",,No emotion toward brand or product
5137,"['stand', 'long', 'line', 'surround', 'unemploy', 'techi', 'brooklyn', 'appl', 'store', '5th', 'ave', 'wait', 'ipad']",,I can't tell
5138,"['diabet', 'plate', 'thank', 'googl', 'alreadi', 'cover', 'link']",Google,Negative emotion
5139,"['rt', 'special', 'appl', 'store', 'open', '6th', 'congress', 'sxsw', 'amp', 'ipad', '2', 'launch', 'wwwapplecomretailthedomain']",,No emotion toward brand or product
5140,"['rt', 'see', 'indi', 'game', 'develop', 'iphon', 'go', 'cc']",,No emotion toward brand or product
5141,"['rt', 'absolut', 'rt', 'time', 'good', 'schtuff', 'googl', 'peopl', 'finder', '4', 'japan', 'quak', 'link']",Google,Positive emotion
5142,"['rt', 'abt', 'surpris', 'custom', 'wait', 'line', 'appl', 'store', 'austin', '2', 'awesom']",iPad,Positive emotion
5143,"['rt', 'accord', 'googl', 'marissa', 'mayer', 'futur', 'locat', 'augment', 'realiti', 'contextu', 'discoveri', 'make', 'smartphon', 'smarter']",,No emotion toward brand or product
5144,"['rt', 'agenc', 'push', 'googl', 'direct', 'never', 'would', 'gone', 'otherwis', 'say', 'creativ', 'lab', 'strategi', 'dir']",,No emotion toward brand or product
5145,"['rt', 'agenc', 'push', 'googl', 'direct', 'never', 'would', 'gone', 'otherwis', 'say', 'creativ', 'lab', 'strategi', 'director']",Google,Positive emotion
5146,"['rt', 'agre', '���', 'novelti', 'news', 'fade', 'fast', 'among', 'digit', 'deleg', '���', 'link', 'via']",iPad or iPhone App,Negative emotion
5147,"['rt', 'aha', 'found', 'proof', 'lactat', 'room', 'excus', 'quotmoth', 'roomquot', 'brought', 'googl', 'last', 'year', 'link']",,No emotion toward brand or product
5148,"['rt', 'akqa', 'hire', 'find', 'front', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'ballroom']",iPad or iPhone App,No emotion toward brand or product
5149,"['rt', 'alarm', 'go', 'allow', 'user', 'generat', 'content', 'say', 'googl', 'richard', 'salgado']",,No emotion toward brand or product
5150,"['rt', 'tech', 'interact', 'event', 'ipad', 'app', 'right', 'link']",,No emotion toward brand or product
5151,"['rt', 'tweep', 'check', 'homi', 'thursday', 'link']",,No emotion toward brand or product
5152,"['rt', 'record', 'cover', 'exclus', 'produc', 'dan', 'auerbach', 'buy', 'link']",,No emotion toward brand or product
5153,"['rt', 'almost', 'everi', 'quothow', 'quot', 'answer', 'w', 'googl', 'doc', 'session']",Other Google product or service,Positive emotion
5154,"['rt', 'awesom', 'free', 'iphon', 'app', 'keep', 'track', 'friend', 'meet', 'find', 'peopl', 'link']",iPad or iPhone App,Positive emotion
5155,"['cpmpetit', 'differ', 'prespect', 'link']",,No emotion toward brand or product
5156,"['rt', 'suck', 'rt', 'rt', 'googl', 'preview', 'major', 'new', 'social', 'servic', 'circl', 'today', 'link']",Other Google product or service,Negative emotion
5157,"['rt', 'live', 'come', 'get', 'android', 'check', 'u', 'link']",Android,Positive emotion
5158,"['rt', 'android', 'app', 'surviv', 'sxsw', '2011', 'link']",,No emotion toward brand or product
5159,"['rt', 'android', 'develop', 'friend', 'let', 'hang', '1230p', 'saturday', 'link', 'rt', 'fellow', 'andronerd']",Android,Positive emotion
5160,"['rt', 'android', 'may', 'gain', 'market', 'share', 'youd', 'never', 'know', 'appar', 'industri', 'mover', 'shaker', 'appl', 'loyalist']",,No emotion toward brand or product
5161,"['rt', 'anna', 'social', 'medium', 'pick', 'week', 'link', 'cover', 'social', 'medium', 'japan', 'ipad', '2', 'amp']",,No emotion toward brand or product
5162,"['rt', 'announc', 'sxsw', 'quotabl', 'crowdcur', 'feed', 'hottest', 'quot', 'sign', 'win', 'ipad', '2', 'link']",iPad,Positive emotion
5163,"['rt', 'anoth', 'great', 'panel', '5', 'pm', 'hilton', 'austin', 'left', 'brain', 'search', 'googl', 'right', 'brain', 'search', 'x']",Google,Positive emotion
5164,"['rt', 'anoth', 'great', 'spreadsheet', 'parti', 'link']",,No emotion toward brand or product
5165,"['rt', 'anoth', 'one', 'holi', 'social', 'fragmentationgtgoogl', 'launch', 'new', 'social', 'network', 'call', 'circl', 'possibl', '2day', 'link']",,I can't tell
5166,"['rt', 'fan', 'town', 'stop', 'austin', 'gtug', 'meet', 'wednesday', '7th', '700pm', 'map', 'link', 'link']",,No emotion toward brand or product
5167,"['rt', 'ipad', 'dj', 'need', 'one', '3am', 'tuesday', 'douch', 'bag', 'need', 'appli']",,No emotion toward brand or product
5168,"['rt', 'ipad2', 'left', 'appl', 'store', 'anyon', 'know']",,No emotion toward brand or product
5169,"['rt', 'anybodi', 'seen', '6th', 'st', 'appl', 'store', 'yet']",,No emotion toward brand or product
5170,"['rt', 'anyon', 'want', 'make', 'quick', 'hundr', 'dollar', 'new', 'ad', 'hoc', 'appl', 'store', 'get', 'hundr', 'plus', 'cost']",,Positive emotion
5171,"['rt', 'anyon', 'show', 'iphon', 'charger', 'need', 'tweet', 'joke', 'beardstext', 'ppl', 'make', 'jealous']",,No emotion toward brand or product
5172,"['rt', 'anyon', 'know', 'appl', 'store', 'still', 'ipad']",,No emotion toward brand or product
5173,"['rt', 'anyon', 'know', 'time', 'appl', 'popup', 'store', 'austin', 'close', 'tonit', 'appl']",,No emotion toward brand or product
5174,"['rt', 'anyon', 'know', 'time', 'appl', 'popup', 'store', 'austin', 'close', 'tonit', 'appl', 'someon', 'said', 'midnight']",,No emotion toward brand or product
5175,"['rt', 'anyon', 'go', 'buy', 'new', 'ipad', 'donat', 'victim', 'instead']",iPad,Negative emotion
5176,"['rt', 'app', 'call', 'hand', 'rt', 'need', 'app', 'turn', 'iphon', 'wifi', 'mous', 'ipad', 'exist']",,No emotion toward brand or product
5177,"['rt', 'appar', 'line', 'get', 'ipad', 'store', 'grew', '2', 'block', '5', 'block', 'past', '30', 'min', 'wut']",,No emotion toward brand or product
5178,"['rt', 'appar', 'googl', 'quotad', 'preferencesquot', 'youll', 'see', 'googl', 'think', 'youll', 'like']",,No emotion toward brand or product
5179,"['rt', 'appar', 'googl', 'quotad', 'preferencesquot', 'youll', 'see', 'googl', 'think', 'youll', 'like']",Google,Negative emotion
5180,"['rt', 'appl', 'quotpop', 'upquot', 'store', 'sxsw', 'event', 'link', 'via']",,No emotion toward brand or product
5181,"['rt', 'appl', 'popstor', 'ipad', '16gb', 'wifi', '64gb', 'wifi', 'amp', 'wifi', '3g']",,Positive emotion
5182,"['rt', 'appl', 'align', 'big', 'tech', 'event', 'day', 'first', 'ce', 'gdc', 'popup', 'shop', 'ipad2', 'link']",,No emotion toward brand or product
5183,"['rt', 'appl', 'announc', 'popup', 'store', 'see', 'take', 'futur', 'popup', 'store', 'link']",,No emotion toward brand or product
5184,"['rt', 'appl', 'announc', 'popup', 'store', 'see', 'take', 'futur', 'popup', 'store', 'link', 'client']",,No emotion toward brand or product
5185,"['rt', 'appl', 'autocorrect', 'weird', 'ogilvi', 'autocorrect', 'idioci']",Apple,Negative emotion
5186,"['rt', 'appl', 'built', 'pop', 'store', '3', 'day', 'open', '247', 'sell', 'ipad', '2']",,No emotion toward brand or product
5187,"['rt', 'appl', 'built', 'experi', 'ecosystem', 'ipod', 'mp3', 'player', 'app']",,No emotion toward brand or product
5188,"['rt', 'appl', 'pop', 'store', 'link']",,No emotion toward brand or product
5189,"['rt', 'appl', 'employe', 'show', 'forc', 'popup', 'appl', 'store']",,No emotion toward brand or product
5190,"['rt', 'appl', 'fan', 'look', 'like', '3rd', 'appl', 'store', 'open', 'austin', 'full', 'u', 'go2', '1', '4', 'san', 'antonio']",Apple,Positive emotion
5191,"['rt', 'appl', 'get', 'kudo', 'market', 'done', 'ipad', '2', 'releas', 'pop', 'store', 'austin', 'tx', 'link']",Apple,Positive emotion
5192,"['rt', 'appl', 'open', 'popup', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipad', 'link']",,No emotion toward brand or product
5193,"['rt', 'appl', 'two', 'austin', 'store', 'week', 'downtown', 'presenc', 'chang', 'popup', 'store', 'link']",,No emotion toward brand or product
